title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis
4059,เมื่อจักรวาลส่งรักแรกมาให้ฉัน,ROMANCE,"JEONG Halim,Gang",FRIDAY,3,21933,9.76,104241,4676,ONGOING,False,"อูจู เจอเอเลี่ยนที่ภูเขาหลังบ้าน ในปีเดียวกันกับพ่อผู้ซึ่งเป็นนักปีนเขา ได้เสียชีวิตลงบนยอดเขาเอเวอเรสต์ และนั่นก็ทำให้เธอกลายเป็นแฟนตัวยงของเอเลี่ยน และถูกบุลลี่จากการที่บอกคนอื่นไปว่าเธอเห็นเอเลี่ยน
ด้วยเหตุนั้น เธอจึงตัดสินใจเก็บซ่อนประสบการณ์นั้นไว้ และใช้ชีวิตเหมือนไม่มีอะไรเกิดขึ้น แต่แล้ววันหนึ่ง เธอก็เจอประกาศรับสมัครสมาชิกชมรมตามล่าหาเอเลี่ยน และในชมรมนั้นก็มี ฮีมุน หนุ่มฮอตของโรงเรียนอยู่ด้วย..."
4058,หยาดฝนเมื่อแรกรัก,BL_GL,WINSTON,TUESDAY,3,33930,9.92,279837,15385,ONGOING,True,‘คิมยุนซู’ เด็กหนุ่มวัย 17 ปี ใช้ชีวิตมาอย่างธรรมดาเรียบง่าย ยุนซูที่ไม่เคยสนใจเรื่องรักๆ ใคร่ๆ มาก่อน ทันทีที่เข้าเรียนชั้น ม.ปลาย ก็ดันตกหลุมรัก ‘ฮันคยองฮุน’ เพื่อนผู้ชายที่อยู่ห้องเดียวกัน ยุนซู ซึ่งเป็นคนเก็บซ่อนความรู้สึกของตัวเองไม่เก่ง สุดท้ายก็ทนไม่ไหวจนสารภาพรักกับคยองฮุนในวันเกิดของตัวเอง แต่คยองฮุนกลับเข้าใจว่าเป็นแค่เรื่องล้อเล่น...
4057,Hardcore Leveling Warrior,ACTION,คิมเซฮุน,SATURDAY,3,15567,9.23,145298,4013,ONGOING,True,"""นักสู้เลือดร้อน"" คือผู้เล่นอันดับหนึ่งของเกมที่ฮิตกันไปทั่วโลกอย่าง ลูซิด แอดแวนเจอร์ แต่เมื่อถูกผู้เล่นปริศนาฆ่าตายและถูกบังคับให้กลับไปเล่นเลเวล 1 เขาจึงต้องทำทุกอย่างเพื่อให้กลับไปอยู่จุดสูงสุดอีกครั้ง
เหล่าเพื่อนใหม่ อริเก่า พลังลี้ลับ และอดีตอันมืดมนจะคอยอยู่เคียงข้างเส้นทางการทวงคืนสิ่งที่เคยเป็นของเขา!"
4056,นางร้ายอย่างฉันนี่แหละ จะเป็นนางเอกให้ดู,ROMANTIC_FANTASY,"Yurinhae,Aka",FRIDAY,4,84512,9.79,582374,24496,ONGOING,False,"หลังจากฆ่าตัวตาย ฉันก็หลุดเข้าไปในนิยายที่อ่าน มิหนำซ้ำยังมาอยู่ในร่างของตัวร้ายที่ต้องตายอย่างทรมานอีกต่างหาก! แต่ลีซูยอนที่คอยแกล้งฉันกลับหลุดเข้ามาในฐานะนางเอกของเรื่องซะงั้น…
เอาล่ะ แบบนี้ก็เข้าท่าสิ คราวนี้ฉันนี่แหละที่จะทำให้เธอเหมือนตกนรกทั้งเป็น!"
4053,การเริ่มต้นของลูกผู้ชาย,ROMANCE,"Zhena,Hun",WEDNESDAY,3,39905,9.66,524153,13524,ONGOING,True,"ทักฮยอนเป็นชายหนุ่มธรรมดาผู้ตกที่นั่งลำบากเพราะได้รูมเมทเป็นผู้หญิง...แต่เพราะหญิงสาว 'เข้าใจอะไรผิดไป' เขาเลยจำต้องทำเป็นเหมือนกับว่าไม่รู้ร้อนรู้หนาวอะไรทั้งสิ้น 
นี่เขาจะผ่านมันไปได้หรือสนุกกับมันกันนะ?

เว็บตูนแนวตลกสุดเซ็กซี่จากผู้เขียนเรื่อง ""วีน เหวี่ยง WILD มัธยมสาวพันธุ์ดุ""!"
4052,หักเหลี่ยมรัก บัลลังก์เทา,ROMANTIC_FANTASY,Pierre,MONDAY,5,23759,7.59,212381,5922,ONGOING,False,เมื่อเจ้าหญิงแห่งเมืองเหนือ เอลิซาเบธ โรส ได้เสียพ่อไปเธอผู้เป็นทายาทเพียงหนึ่งเดียวจึงต้องสานต่อบัลลังก์ของพ่อเธอ โดยมีสาวใช้ผู้เป็นดั่งเพื่อนสนิทของเธอเป็นที่ปรึกษา แต่แล้วทุกอย่างก็เปลี่ยนไปเมื่อ วิเวียนได้พบกับ สมิธ เจ้าชายแห่งแดนใต้ และนี่ก็เป็นจุดเริ่มต้นของ วิเวียนที่เริ่มคิดจะปีนขึ้นไปผ่านบันไดชนชั้น เพื่อหลุดพ้นจากการเป็นแค่คนรับใช้ในวัง
4027,Tomorrow,FANTASY,Llama,WEDNESDAY,5,7490,9.49,67497,2078,ONGOING,False,จุนอุง คนว่างงานแห่งศตวรรษตกกระไดพลอยโจนจนเข้าขั้นโคม่า ถึงอย่างนั้น เขากลับโดนจ้างงานโดยกลุ่มยมทูตซะได้!
4026,ความรักครั้งนี้จะดีไหมนะ?,ROMANCE,"OMATO,Haneuhyeon",SATURDAY,6,31300,9.81,197277,8199,ONGOING,False,"""ความรักครั้งนี้จะโอเคจริง ๆ ไหมนะ?!""

ลีซีอน ครูธรรมดา ๆ ที่โรงเรียนมัธยมปลายเพิ่งเลิกกับแฟนเก่าที่ซ่อนความจริงว่าเขามีภรรยาแล้ว เธอไม่มีดวงเรื่องความรักและเจอแต่ผู้ชายขยะจนท้อแท้ วันหนึ่งเธอกลับบ้านแล้วพบกับพนักงานบริษัททำความสะอาดที่หล่อมาก ว่าแต่ผู้ชายคนนี้หน้าคุ้น ๆ เหมือนเคยเจอที่ไหนมาก่อนนะ..."
4009,"990,000 อดีตชาติ ช่วยฉันที",ACTION,"Invader,Marucomics",TUESDAY,5,68512,9.05,584241,16505,ONGOING,False,คุณจะรู้สึกอย่างไร หากครั้งหนึ่งเคยมีชีวิตในโลกที่เต็มไปด้วยความท้าทาย การผจญภัย และเหล่ามอนสเตอร์ ทว่าต้องกลายมาเป็นคนไร้ตัวตนที่ไม่มีใครแล
4008,Bloodhounds,ACTION,จองชาน,MONDAY,3,19768,8.9,258032,8946,ONGOING,True,เพราะทนไม่ได้ที่เห็นแม่ตัวเองต้องทำงานที่คาราโอเกะเพื่อหาเงินชดใช้แก๊งทวงหนี้ คิมกอนอู จึงตัดสินใจเข้าร่วมแก๊งหมาล่าเนื้อของเถ้าแก่ชเวเพื่อหาเงินมาชดใช้หนี้ โดยร่วมมือกับ ชเวอูจิน และ คิมฮยอนจู ที่คอยทำงานตามทวงหนี้รายวันด้วยจุดประสงค์บางอย่าง คุณธรรมในจิตใจของกอนอูเริ่มสั่นคลอนลงเรื่อยๆ กระทั่งเขากลายเป็นหมาล่าเหยื่อที่โหดเหี้ยม
4007,Standard Human,ACTION,"E.bamae,Sabassa",THURSDAY,3,24627,7.97,286613,7673,ONGOING,True,ยูโดจิน นักเรียน ม.ปลายธรรมดาที่ใช้ชีวิตลอยชายไปวันๆ จนกระทั่งวันหนึ่งเขาได้พูดคุยกับเพื่อนร่วมห้องสุดแปลก คิมซูจิน เธอบอกว่าเขาใช้ชีวิตอย่างไร้ค่า หลังจากนั้นเขาก็เริ่มพบกับเหตุการณ์ประหลาด เมื่อมีคนกลุ่มหนึ่งพยายามจะฆ่าเขา แต่โดจินกลับรอดตายอย่างปาฏิหาริย์ และพบว่าตัวเขานั้นถูกลิขิตให้เป็นมนุษย์ที่จะสามารถชักนำโลกให้เป็นไปตามที่พระเจ้ากำหนดไว้ เรื่องราวของมนุษย์ที่ถูกพระเจ้าลิขิตมาให้มีหน้าที่ชี้นำสรรพสิ่งบนโลก ยิ่งสำคัญต่อโลกมากเท่าไหร่ ก็ยิ่งตายยากมากเท่านั้น
3991,องค์ชายผู้เลอโฉม,ROMANTIC_FANTASY,Aheuredal,MONDAY,4,68478,9.86,467898,18006,ONGOING,False,"องค์ชายลำดับที่สี่ จอกยอน ตั้งใจเลือกเส้นทางที่ขัดกับชะตาที่ถูกกำหนดเอาไว้ของตน
เขาได้เข้าร่วมการแข่งขันชิงบัลลังก์เพื่อเป็นเทพและจักรพรรดิ
องค์ชายทั้งยี่สิบต้องฟาดฟันกันเพื่อบัลลังก์เพียงหนึ่งเดียว 
และในระหว่างการเผชิญหน้าอันดุเดือดนั้น การก่อกบฏก็ค่อยๆ คืบคลานเข้ามา"
3990,Savior,DRAMA,"Jo9,Junqi",SUNDAY,6,35394,9.58,344141,11679,ONGOING,False,เซยอน ในวัยเด็กได้พบกับ วอน เด็กสาววัยเดียวกันสภาพของวอนนั้นดูเหมือนคนไร้ที่พึ่ง เซยอน จึงตัดสินใจช่วยเหลือวอน จนกระทั่งทั้งสองโตขึ้น จนทั้งสองได้เข้ามหาลัย นั่นทำให้ความลับของวอนและเซยอนได้ต่อยๆ ถูกเปิดเผยออกมา
3989,ร้องไห้เถิดเพคะ องค์ชาย,ROMANTIC_FANTASY,DuckDam,WEDNESDAY,6,86756,9.63,708259,29916,ONGOING,False,"ริเวล่า บุตรสาวของดยุกจำต้องเป็น ""ว่าที่พระชายา"" ขององค์รัชทายาทผู้สุดแสนเย็นชา ทายาทเพียงหนึ่งเดียวของตำนาน ""น้ำตาแห่งปาฏิหาริย์"" แต่แทนที่จะยินดี เธอกลับอยากหนีให้ห่างจากเขา และนั่นก็เป็นจุดเริ่มต้นให้เจ้าชายผู้ไม่เคยเหลียวแลใครนึกสนุก อยากลงโทษเธอด้วยการเก็บเธอไว้ในวัง เพื่อยกเลิกการหมั้นหมายนั้น ริเวล่าจำต้องให้องค์รัชทายาท ""หลั่งน้ำตา""ให้ได้ แต่เธอจะทำให้ชายผู้ไม่เคยหลั่งน้ำตาแม้ถูกดาบแทง น้ำตาไหลได้ยังไงกันละเนี่ย?!"
3988,Heart Rate จังหวะนี้ผีหรือรัก,ROMANTIC_FANTASY,Lanna C3Studio,TUESDAY,6,20926,9.55,167435,6303,ONGOING,False,'ก้องภพ' คือนักศึกษาฟิสิกส์ ผู้มีอาการ ‘หน้าตาย’ ยามหัวใจเต้นรัว แต่ดันมุ่งมั่นกับการพิสูจน์ผี จนถึงกับก่อตั้งชมรมขึ้นมา แม้ชมรมของเขาจะแทบร้าง แต่ก็มี 'นิตา' นักศึกษาน้องใหม่ผู้ที่ทั้งน่ารักและมีความสามารถดึงดูดผีมาสมัคร และแค่เคสแรกพี่ก้องก็หน้าตายแข็งค้างไปแล้ว แต่มันเป็นเพราะ ‘ผี’ หรือ ‘นิตา’ กันแน่นะ ?!
3987,สามีคนนี้แจกฟรีให้เธอ,DRAMA,"LICO,ซองโซจัก",THURSDAY,6,224108,9.89,2839223,85870,ONGOING,False,"“โอ๊ย อย่ามาหาเรื่องกันเลย คนที่ยังมีชีวิตอยู่ก็ควรได้ใช้ชีวิตเต็มที่สิ เธอกำลังจะตายอยู่รอมร่อแล้วไม่ใช่หรอ...”
คนที่เคยขึ้นชื่อว่าเป็นเพื่อนสนิทกำลังร้องไห้ตีโพยพายอยู่ตรงหน้าฉัน บุคคลที่เหลือเวลาอยู่บนโลกนี้อีกไม่นาน แต่ก็ยังมาตายก่อนเวลาอันสมควรด้วยน้ำมือของสามีไร้ยางอายที่มาเล่นชู้กับคนใกล้ตัวฉันเสียได้
ทว่า เมื่อลืมตาขึ้นมาอีกครั้ง...
“คุณจีวอน หมดเวลาพักกลางวันแล้วค่ะ!”
ฉันกลับตื่นขึ้นมาในออฟฟิศที่เคยทำงานตั้งแต่ 10 ปีก่อน

ปาฏิหาริย์บันดาลชีวิตใหม่ให้หลังจากความตาย
ส่วนเจ้าของโชคชะตาอันแสนเศร้าคนใหม่ คือเธอไงล่ะ ‘เพื่อนรัก’
หวังว่าสามีของฉันที่เธออยากได้จนตัวสั่น จะถูกใจเธอนะ "
3986,ลูกศิษย์ที่รัก,ROMANCE,"พยอลตัง,ยอนชิล,carbo",WEDNESDAY,7,39531,7.68,351729,9757,ONGOING,False,"""ฮันชินอู"" ไปงานเลี้ยงฉลองการสำเร็จการศึกษาของมหาวิทยาลัยที่คลับและพบกับ ""จินกาฮยอน"" จนออกเดตกัน ชินอูรู้สึกชอบกาฮยอนที่ดูไร้เดียงสาและกาฮยอนก็ตกหลุมรักกับรูปลักษณ์ที่ยอดเยี่ยมของชินอูเช่นกัน และเวลาผ่านล่วงเลยไปจนถึงเดือนมีนาคม ชินอูจะได้ดำรงตำแหน่งครูประจำของนักเรียนชั้นม.6 ที่โรงเรียนมัธยมปลายแดฮันเป็นครั้งแรก และหัวหน้าห้องม.6/1 ก็คือ ""จินกาฮยอน"" คนนั้น?!"
3985,รักไม่ชัวร์ นัวไว้ก่อน (Playboy Helper),WEB_NOVEL,โมณฌา,"TUESDAY,FRIDAY,SUNDAY",3,20323,9.8,566445,13429,ONGOING,True,"เมื่อค้นพบว่า ‘ดีลเลอร์’ หนุ่มเพลย์บอยจากคณะสถาปัตย์ สามารถช่วยรักษา ‘โรคกลัวผู้ชาย’ ของน้องสาวได้ ‘ฟูฟอง’ จึงทำทุกวิถีทางเพื่อให้เขายอมช่วยน้องสาวที่รักยิ่งกว่าชีวิต
…งานนี้ต่อให้ต้องเอาตัวเข้าแลกเธอก็ไม่หวั่น!!!

(เค้าโครงเดิมจากนิยายเรื่อง Playboy Helper มือขวาวายร้ายจอมทะเล้น นำมา rewrite ใหม่ โดยเนื้อเรื่องต่างจากเดิมมากกว่า 95%)"
3984,รุ่นพี่สุดสวยคนนี้เป็นผู้ชาย,ROMANCE,pom,MONDAY,8,116306,9.84,1265938,61356,ONGOING,False,ฮานาโอกะ มาโคโตะ เป็นนักเรียน ม.ปลาย ที่ไม่ว่าหนุ่มคนไหนเมื่อได้พบเห็นก็ไม่อาจละสายตาไปจากเธอได้ เพราะความน่ารักแสนสวยของเธอ แต่แท้จริงแล้วมาโคโตะนั้นเป็นผู้ชายที่แต่งตัวเป็นผู้หญิง! แถมแต่งได้สวยกว่าเด็กนักเรียนหญิงจริง ๆ เสียอีก เรื่องราวชุลมุนของความรักและความเข้าใจผิด ๆ ถูก ๆ ของวัยรุ่น ม.ปลาย จึงเริ่มต้นขึ้น!!
3983,เราหย่ากันเถอะ คุณสามี!,ROMANTIC_FANTASY,"Rantesias,Marucomics",SUNDAY,8,97962,9.72,1011042,44878,ONGOING,False,"ไม่รู้ว่าไปทำอีท่าไหน แบคฮันยุล นักศึกษามหาวิทยาลัยธรรมดาๆ ถึงได้เข้ามาใช้ชีวิตเป็นนางรอง ไอย์ลา ไรน์ฮาร์ต อยู่ในนิยายแฟนตาซี ‘เจ้าชาย, เจ้าชายของฉัน’ เสียได้ เธอที่รู้จุดจบอันแสนเศร้าของตัวเอง โดยมีสาเหตุมาจาก โคลด สามีตัวดีที่ไม่เคยไยดีเธอเลย จึงต้องหาทางเอาตัวรอดด้วยการขอหย่า! แต่เรื่องกลับไม่จบง่ายๆ เมื่อโคลดประกาศกร้าวว่าจะไม่ยอมหย่ากับเธอเด็ดขาด ทีนี้ไอย์ลาจะทำอย่างไรต่อไปล่ะ?"
3961,แด่รักแรกของฉัน,ROMANCE,"Lise,Songjoo Yoo",WEDNESDAY,8,59553,9.77,652108,27297,ONGOING,False,"""จีซู"" อาศัยอยู่ในบ้านของ ""ฮาจิน"" หลังจากคุณย่าผู้เป็นครอบครัวเพียงคนเดียวของเธอได้จากไป และฮาจินที่อาศัยอยู่กับจีซู หญิงสาวผู้สูญเสียครอบครัวไปทั้งที่อายุยังน้อยและเสแสร้งทำเป็นสบายดีนั้น ก็เริ่มมีความรู้สึกชอบเธอขึ้นมา..."
3960,นางร้ายที่ไหนจะมีคุณธรรม,ROMANTIC_FANTASY,"Eeyeol Chun,STUDIO107",SATURDAY,9,127714,9.81,1473977,67203,ONGOING,False,"ที่ผ่านมาชาร์ล็อตต์ได้อุทิศชีวิตให้กับอัลเบิร์ตมาโดยตลอด จนกระทั่งเขาได้ขึ้นเป็นจักรพรรดิ และสิ่งที่ชาร์ล็อตต์ได้กลับมาจากเขาก็คือการทรยศที่แสนเจ็บปวด จักรพรรดิองค์ใหม่ได้สั่งให้จับชาร์ล็อตต์ไปขังเนื่องด้วยความผิดที่เธอไม่ได้ก่อ และทุกคนได้เริ่มขนานนามเธอว่า ""นางร้าย"" ...เวลาผ่านไป ชาร์ล็อตต์ได้ใช้ชีวิตแบบรอวันตายอยู่ในที่คุกอันแสนโดดเดี่ยวและเหน็บหนาว แต่แล้ววันหนึ่งชายลึกลับได้ปรากฏตัวต่อหน้าเธอ และยื่นข้อเสนออันน่าตกใจ..! 

""เธอช่วยฉันฆ่าจักรพรรดิได้ไหม?"""
3959,บทเพลงรักแห่งฮีรัน,ROMANTIC_FANTASY,"MIDNIGHT STUDIO,Kim Suji",TUESDAY,6,108409,9.88,1116143,42735,ONGOING,False,"""จาฮยอน"" วีรบุรุษสงครามแห่งอาณาจักรฮีรันถูกพระราชาสวมเขาหลอกให้แต่งงานกับ ""เจ้าหญิงโซรู"" หรือ ""เจ้าหญิงผีสิง""
หลังงานสมรส จาฮยอนตั้งใจส่งนางไปอยู่ที่ไกลหูไกลตา
โซรูที่บังเอิญได้ยินแผนของเขา จึงขอร้องอ้อนวอนไม่ให้ทำเช่นนั้น เพราะจาฮยอนเป็นเพียงคนเดียวที่สามารถไล่พวกผีสางที่ตามจองล้างจองผลาญโซรูให้หายวับไปได้
ขุนพลเลือดร้อนผู้นี้จะยอมทำตามคำขอของเจ้าหญิงที่ถูกขังลืมหรือไม่?"
3958,ถึงท่านที่ไม่รักกัน,ROMANTIC_FANTASY,"Bbada,Yeonseo,Han Seol On",FRIDAY,8,82058,9.35,799403,28650,ONGOING,False,"โรส มอลลี่ เด็กสาวที่ถูกชาวบ้านใช้เป็นเครื่องบูชายัญสัตว์ประหลาดได้รับการช่วยเหลือจากมิฮาเอล นักรบเร่ร่อน และนั่นเป็นจุดเริ่มต้นที่ทำให้โรสหลงรักมิฮาเคลหัวปักหัวปำ คอยติดตามเขาอยู่เสมอ
มิฮาเอลกล่าวว่าเขาเป็นห่วงและต้องการดูแลเธอ แต่ก็น่าสงสัยว่า หรือที่จริงแล้ว เขาเก็บเธอไว้ข้างกายเพียงเพื่อจะใช้ประโยชน์จากพลังพิเศษของโรสกันแน่..."
3957,อสูรคลั่งผู้หวนคืน,FANTASY,"JP,Ihy,Junseong Yu",THURSDAY,8,82298,9.91,971835,31950,ONGOING,False,"ลีจาฮา จอมยุทธ์เจ้าของฉายา อสูรคลั่ง ถูกไล่ล่าจากคนทั่วยุทธภพ เพราะถือครอง ""หยกสวรรค์"" เมื่อจนมุมจึงได้กลืนมันลงไป แต่แทนที่จะตาย เขากลับได้ย้อนไปในอดีตเมื่อสมัยยังเป็นคนไร้วิชา แถมยังมีพลังความสามารถติดมาด้วย จากจอมยุทธ์วัยกลางคนผู้บ้าคลั่ง กลายมาเป็นผู้มากความสามารถตั้งแต่วัยหนุ่ม ชีวิตของเขาจะพลิกผันไปจากชะตาเดิมอันสุดรันทดที่นำไปสู่ความคลั่งได้หรือไม่"
3956,QUESTISM,FANTASY,"YuNuni,TAEWAN,บริษัทการ์ตูนปาร์คแทจุน",TUESDAY,8,95556,9.81,1088347,34476,ONGOING,False,"เว็บตูนเรื่องนี้อยู่ในจักรวาลเดียวกันกับ LOOKISM, นักสู้ทูปเบอร์ และ ชีวิตเวรเอ๊ย!

จู่ๆ หน้าต่างเควสต์ก็ปรากฏขึ้นมาต่อหน้าต่อตา ""คิมซูฮยอน"" นักเรียนมัธยมธรรมดาทั่วไปที่ไม่เก่งอะไรเลยสักอย่าง! เมื่อเขาทำเควสต์แรกที่สั่งให้ 'ขอโทษแม่' สำเร็จ ซูฮยอนก็สูงขึ้นสามเซนติเมตร ทำไมมันถึงได้ง่ายดายแบบนี้กันนะ? ทว่าในตอนที่เขาตัดสินใจจะทำทุกอย่างตามที่เควสต์บอก เควสต์ถัดมาดันเป็น '[system] จูบกับแบคแชริน' เพื่อนสาวร่วมชั้นเรียนของเขา?!"
3882,My S-Class Hunters,FANTASY,"Biwan,Seri,Geunseo",THURSDAY,9,140236,9.84,1956681,58608,ONGOING,False,"ผมชื่อ ""ฮันยูจิน"" ผมลาออกจากโรงเรียนมาทำงานเพื่อหาเงินเลี้ยงดูน้องชาย ""ฮันยูฮยอน"" แต่วันหนึ่ง จู่ ๆ ก็มี ""เกต"" ที่เชื่อมต่อกับดันเจี้ยนของโลกใบอื่นปรากฏขึ้นทั่วทุกหนแห่ง เหล่าสัตว์ประหลาดกรูกันออกมาจากเกต ท่ามกลางความโกลาหล ผู้คนบางส่วนถูกปลุกพลังหลังประจันหน้ากับสัตว์ประหลาด และกลายเป็น ""ฮันเตอร์"" น้องชายของผม ฮันยูฮยอน ได้กลายเป็นฮันเตอร์ระดับ S ที่เยี่ยมยอดที่สุดในโลกใบนี้ ส่วนผมน่ะเหรอ เป็นแค่ฮันเตอร์ไร้ประโยชน์ระดับ F เท่านั้นแหละ"
3881,The Retreats,ACTION,"Hyungwook Shin,Sunhee Kim",THURSDAY,8,11021,9.5,98283,3939,ONGOING,False,"เมื่อโลกใบนี้ได้กลายเป็นดินแดนดิสโทเปีย
เอ็ดเวิร์ด เด็กหนุ่มจากรีทรีทส์ สวรรค์บนดินที่มีประชากรเพียงแค่ 1% ของโลกอาศัยอยู่เท่านั้น กลับชีวิตผกผันเพราะอุบายสลับตัวกับเด็กสลัมที่หน้าเหมือนเขาอย่างกับแกะ เขาจึงต้องกระเสือกกระสนเอาตัวรอดจากโชคชะตาที่เล่นตลก และทวงคืนชีวิตศิวิไลซ์ที่เคยมีคืนมาให้ได้! "
3880,สัญญาก่อนแต่งงาน,ROMANCE,"Siwon,FLADA",TUESDAY,10,65154,9.59,908790,24935,ONGOING,False,"""อูซึงฮี"" CEO ผู้ก่อตั้งบริษัทสตาร์ทอัปด้วยความสามารถในการบริหารบริษัทที่ยอดเยี่ยม วันหนึ่งเธอพบว่าได้ลงนามในสัญญาแต่งงานกับฮันมูกยอล ทายาทของกึมวังกรุ๊ปไว้ ซึ่งเธอต้องเสียค่าปรับเป็นเงินจำนวน 5 พันล้านวอนหากไม่ปฏิบัติตามสัญญา! ซึงฮีพยายามอย่างยิ่งที่จะหลีกเลี่ยงการแต่งงานนี้ แต่ยิ่งเธอพบกับฮันมูกยอลมากเท่าไหร่ เธอก็ยิ่งหลงเสน่ห์ของเขามากขึ้นเท่านั้น..."
3879,1 เดียวที่ปรารถนา,ROMANCE,คิมคเยรัน,SATURDAY,11,85420,9.83,1405632,40099,ONGOING,False,"""ขอให้คนที่เข้ามาครั้งต่อไปเป็นรักครั้งสุดท้ายด้วยเถิด"" ฮานึลลืมตาขึ้นหลังจากอธิษฐานพรปีใหม่ หมายเลข ""1"" บนลำคอของเธอ กับเลขอื่นๆที่อยู่บนร่างกายของผู้อื่น.... ไม่บอกก็รู้ว่าตัวเลขเหล่านี้ส่งผลต่อความสัมพันธ์ในชีวิตของพวกเขา 

ทันใดนั้นเอง แฮริม ปรากฎตัวขึ้นภายใต้ความสับสนของฮานึล เพราะนี่คือโอกาสสุดท้ายที่เธอจะสามารถมีความสัมพันธ์พิเศษกับใครได้ ฮานึลไม่แน่ใจว่าเธอจะสามารถมอบ โอกาสเพียง 1 เดียวที่เหลือให้กับเขาได้ไหมนะ"
3878,Night of Silence,THRILLER,"Q-Ha,Han Dong-woo",THURSDAY,9,27243,9.49,291124,13738,ONGOING,False,หลังจากการตายของพ่อ เรอา สเวชก็พบว่าคนในหมู่บ้านก็ต่างมีพฤติกรรมที่แปลกประหลาด เรอายังได้พบกับเงื่อนงำอะไรบางอย่างซ่อนอยู่เบื้องหลังการตายของพ่อเธอ?!
3877,Harvest Season!,ROMANTIC_FANTASY,"aurum;),yoyongSAN",WEDNESDAY,11,73991,9.81,952931,54835,ONGOING,False,เมื่อแอชลีย์ถูกดูดเข้ามาในเกมปลูกผัก Harvest Season! และได้ปลูกมนุษย์ผักสุดป่วนขึ้นมา แม้ว่าจะวุ่นวายอยู่นานแต่แอชลีย์ได้รับความช่วยเหลือจากหนุ่มผักเพื่อหาทางจบเกมนี้ และเพื่อที่จะกลับไปยังโลกเดิมที่เธอเคยจากมาให้ได้
3876,บุตรสาวของดยุกปีศาจ,ROMANTIC_FANTASY,"Chal Lan,Han ocean",TUESDAY,11,219955,9.8,3452570,150658,ONGOING,False,"จู่ๆแม่ก็ส่งฉันมาให้พ่อที่เป็นถึง ""ดยุกปีศาจ"" แม้จะหวาดกลัว แต่ฉันก็ต้องใช้ชีวิตอยู่ในคฤหาสน์แห่งนี้อย่างไม่มีปากมีเสียง เพราะว่าพ่อเกลียดฉัน แต่แล้ววันหนึ่งฉันก็ได้พบกับหนังสือประหลาด หนังสือเล่มนั้นบอกว่า พ่อจะรับลูกบุญธรรมคนใหม่มา พ่อจะรักเด็กคนนั้นมาก และฉันจะกลายเป็นตัวร้าย! เท่านั้นยังไม่พอ ฉันยังต้องตายในระยะเวลาอันสั้นด้วย!! ฉันจะมีชีวิตอันแสนโดดเดี่ยวนี้ไปจนตายอย่างนั้นหรอ ยอมไม่ได้หรอก ไหนๆก็จะตายแล้ว ขอพูดทุกสิ่งที่อยากพูดเลยแล้วกัน!!! แต่เอ๊ะ ทำไมพ่อถึงยิ้มออกมาล่ะ พ่อไม่ได้เกลียดฉันอย่างนั้นหรอ? ถ้างั้นฉันจะสามารถเปลี่ยนชะตากรรมของตัวเองต่อจากนี้ได้ไหมนะ"
3875,หนุ่มน้อยผู้แสวงหาดวงดาว THE STAR SEEKERS | นิยาย,WEB_NOVEL,HYBE,WEDNESDAY,10,19710,9.72,84265,5301,ONGOING,False,"ณ โลกเวทมนตร์ โลกแห่ง 'ไอดอลเวทมนตร์' ท่ามกลางยุคสมัยที่เจิดจรัส Star One กลับเป็นวงไอดอลที่ไร้ศักยภาพด้านเวทมนตร์อย่างสิ้นเชิง
เมื่อการเดินทางจวบถึงทางตัน เวทมนตร์ของพวกเขาก็สำแดงตัว พร้อมกับเหล่าศัตรูน่าสงสัยที่มาไล่ล่า 
พวกเขาจึงได้รับฝากฝังภารกิจใหม่ เพื่อค้นหาความจริงในตำนาน!
""เราจะเปลี่ยนโชคชะตาของพวกเราได้ไหมนะ?""
หนุ่มน้อยผู้แสวงหาดวงดาว with TOMORROW X TOGETHER"
3874,หนุ่มน้อยผู้แสวงหาดวงดาว THE STAR SEEKERS,FANTASY,HYBE,MONDAY,10,52164,9.84,318879,24043,ONGOING,False,"ณ โลกเวทมนตร์ โลกแห่ง 'ไอดอลเวทมนตร์' ท่ามกลางยุคสมัยที่เจิดจรัส STAR ONE กลุ่มไอดอลที่เคยไร้ซึ่งเวทมนตร์ใด ๆ กลับสำแดงพลังเวทมนตร์ได้อย่างกะทันหัน พร้อมกับศัตรูน่าสงสัยที่ไล่ล่าพวกเขาด้วยพลังเวทมนตร์ เหล่าเด็กหนุ่มที่เพิ่งเปลี่ยนจากกลุ่มไอดอลไร้ชื่อเสียง สู่การเป็นผู้ได้รับภารกิจสำคัญในการเป็น ""เด็กหนุ่มแห่งโชคชะตาที่จะช่วยกอบกู้โลก"" จะเปลี่ยนโชคชะตาของพวกเขาได้หรือไม่?
​
""ถ้ามีพวกนายอยู่ เราทำได้แน่!"" เรื่องราวการเติบโตอย่างสง่างามของเหล่าเด็กหนุ่มที่ค้นพบศักยภาพในตัวเอง

หนุ่มน้อยผู้แสวงหาดวงดาว with TOMORROW X TOGETHER"
